msg_id,direction,timestamp_ns,latency_ns,packet_size,success,reason,cpu_percent,memory_bytes
1,recv,4295660453043,0,69,True,,0.0,29437952
2,recv,4295671996300,0,69,True,,0.0,29437952
3,recv,4295683494994,0,69,True,,0.0,29437952
4,recv,4295704715893,0,69,True,,0.0,29437952
5,recv,4295715712104,0,69,True,,0.0,29437952
6,recv,4295726198403,0,69,True,,191.7,29437952
7,recv,4295736354718,0,69,True,,0.0,29437952
8,recv,4295746853052,0,69,True,,0.0,29437952
9,recv,4295757273639,0,69,True,,0.0,29437952
10,recv,4295767573667,0,69,True,,0.0,29442048
11,recv,4295778268250,0,69,True,,0.0,29442048
12,recv,4295788623800,0,69,True,,0.0,29442048
13,recv,4295799568109,0,69,True,,0.0,29442048
14,recv,4295809801294,0,69,True,,0.0,29442048
15,recv,4295821454189,0,69,True,,0.0,29442048
16,recv,4295831634303,0,69,True,,0.0,29442048
17,recv,4295841795195,0,69,True,,0.0,29442048
18,recv,4295852569360,0,69,True,,0.0,29442048
19,recv,4295862795231,0,69,True,,0.0,29442048
20,recv,4295873440237,0,69,True,,0.0,29442048
21,recv,4295884901153,0,69,True,,0.0,29446144
22,recv,4295895610301,0,69,True,,0.0,29446144
23,recv,4295906595564,0,69,True,,0.0,29446144
24,recv,4295917256612,0,69,True,,0.0,29446144
25,recv,4295927333706,0,69,True,,0.0,29446144
26,recv,4295939042399,0,69,True,,0.0,29446144
27,recv,4295949194491,0,69,True,,0.0,29446144
28,recv,4295960696087,0,69,True,,0.0,29446144
29,recv,4295971668773,0,69,True,,0.0,29446144
30,recv,4295981316454,0,69,True,,0.0,29446144
31,recv,4295991488514,0,69,True,,0.0,29446144
32,recv,4296002118382,0,69,True,,0.0,29446144
33,recv,4296015195070,0,69,True,,0.0,29446144
34,recv,4296025636880,0,69,True,,0.0,29454336
35,recv,4296037559362,0,69,True,,0.0,29458432
36,recv,4296049175689,0,69,True,,0.0,29458432
37,recv,4296059896233,0,69,True,,0.0,29458432
38,recv,4296072314122,0,69,True,,0.0,29458432
39,recv,4296082100317,0,69,True,,0.0,29458432
40,recv,4296093548170,0,69,True,,0.0,29458432
41,recv,4296104877063,0,69,True,,0.0,29462528
42,recv,4296117863503,0,69,True,,0.0,29462528
43,recv,4296128538094,0,69,True,,0.0,29462528
44,recv,4296139165060,0,69,True,,0.0,29462528
45,recv,4296150469979,0,69,True,,0.0,29462528
46,recv,4296161506756,0,69,True,,0.0,29462528
47,recv,4296172710398,0,69,True,,0.0,29462528
48,recv,4296183404903,0,69,True,,0.0,29462528
49,recv,4296196513104,0,101,True,,74.8,29732864
50,recv,4296207767988,0,69,True,,0.0,29736960
51,recv,4296222009098,0,69,True,,0.0,29736960
52,recv,4296232440110,0,69,True,,0.0,29736960
53,recv,4296244903460,0,69,True,,0.0,29736960
54,recv,4296255870315,0,69,True,,0.0,29736960
55,recv,4296266666620,0,69,True,,0.0,29736960
56,recv,4296277083578,0,69,True,,0.0,29736960
57,recv,4296289361810,0,69,True,,0.0,29736960
58,recv,4296298956218,0,69,True,,0.0,29736960
59,recv,4296309477278,0,69,True,,0.0,29736960
60,recv,4296322194900,0,69,True,,0.0,29741056
61,recv,4296332790272,0,69,True,,0.0,29741056
62,recv,4296344742968,0,69,True,,0.0,29741056
63,recv,4296355600150,0,69,True,,0.0,29745152
64,recv,4296365939566,0,69,True,,0.0,29745152
65,recv,4296376374037,0,69,True,,0.0,29753344
66,recv,4296388913846,0,69,True,,0.0,29757440
67,recv,4296400465824,0,69,True,,0.0,29757440
68,recv,4296411289119,0,69,True,,0.0,29757440
69,recv,4296422302056,0,69,True,,0.0,29757440
70,recv,4296432773360,0,69,True,,0.0,29757440
71,recv,4296444045601,0,69,True,,0.0,29757440
72,recv,4296456243217,0,69,True,,0.0,29757440
73,recv,4296471798438,0,69,True,,0.0,29761536
74,recv,4296482642055,0,69,True,,0.0,29761536
75,recv,4296493264817,0,69,True,,0.0,29761536
76,recv,4296504916884,0,69,True,,0.0,29761536
77,recv,4296516449726,0,69,True,,0.0,29761536
78,recv,4296527935075,0,69,True,,0.0,29761536
79,recv,4296541589560,0,69,True,,0.0,29761536
80,recv,4296551388988,0,69,True,,0.0,29765632
81,recv,4296562927210,0,69,True,,0.0,29765632
82,recv,4296575504111,0,69,True,,0.0,29765632
83,recv,4296586822185,0,69,True,,0.0,29765632
84,recv,4296597174762,0,69,True,,0.0,29765632
85,recv,4296608817325,0,69,True,,0.0,29765632
86,recv,4296620077286,0,69,True,,86.5,29765632
87,recv,4296632505146,0,69,True,,0.0,29765632
88,recv,4296643140155,0,69,True,,0.0,29765632
89,recv,4296653688133,0,69,True,,0.0,29765632
90,recv,4296664388115,0,69,True,,0.0,29765632
91,recv,4296678764993,0,69,True,,0.0,29765632
92,recv,4296690716090,0,69,True,,0.0,29765632
93,recv,4296701350330,0,69,True,,0.0,29765632
94,recv,4296711770929,0,69,True,,0.0,29765632
95,recv,4296724080778,0,69,True,,0.0,29765632
96,recv,4296735916574,0,69,True,,0.0,29765632
97,recv,4296746543684,0,69,True,,0.0,29765632
98,recv,4296758065961,0,69,True,,0.0,29765632
99,recv,4296768966432,0,101,True,,0.0,29769728
100,recv,4296782901404,0,69,True,,0.0,29769728
101,recv,4296793613220,0,69,True,,0.0,29773824
102,recv,4296816869363,0,69,True,,0.0,29777920
103,recv,4296827844593,0,69,True,,0.0,29782016
104,recv,4296838659162,0,69,True,,0.0,29782016
105,recv,4296849811551,0,69,True,,0.0,29782016
106,recv,4296860252742,0,69,True,,0.0,29782016
107,recv,4296870736591,0,69,True,,0.0,29782016
108,recv,4296881319903,0,69,True,,0.0,29782016
109,recv,4296891620755,0,69,True,,0.0,29782016
110,recv,4296902069892,0,69,True,,0.0,29782016
111,recv,4296912762337,0,69,True,,0.0,29782016
112,recv,4296923620486,0,69,True,,0.0,29782016
113,recv,4296933927779,0,69,True,,0.0,29782016
114,recv,4296944617510,0,69,True,,0.0,29782016
115,recv,4296954847429,0,69,True,,0.0,29786112
116,recv,4296965589732,0,69,True,,0.0,29786112
117,recv,4296975953952,0,69,True,,0.0,29786112
118,recv,4296987585510,0,69,True,,86.3,29786112
119,recv,4296998056672,0,69,True,,0.0,29790208
120,recv,4297008998090,0,69,True,,0.0,29790208
121,recv,4297022230152,0,69,True,,0.0,29790208
