msg_id,direction,timestamp_ns,latency_ns,packet_size,success,reason,cpu_percent,memory_bytes
1,recv,10162219423061,0,73,True,,0.0,29577216
2,recv,10162230603370,0,73,True,,91.0,29577216
3,recv,10162241209235,0,73,True,,0.0,29577216
4,recv,10162252225713,0,73,True,,0.0,29577216
5,recv,10162263814262,0,73,True,,0.0,29577216
6,recv,10162275304220,0,73,True,,0.0,29577216
7,recv,10162286616972,0,73,True,,0.0,29577216
8,recv,10162297714919,0,73,True,,0.0,29577216
9,recv,10162308743406,0,73,True,,0.0,29577216
10,recv,10162319469307,0,73,True,,0.0,29581312
11,recv,10162330014837,0,73,True,,0.0,29581312
12,recv,10162340959752,0,73,True,,0.0,29581312
13,recv,10162351670050,0,73,True,,0.0,29581312
14,recv,10162362135554,0,73,True,,0.0,29581312
15,recv,10162372688457,0,73,True,,0.0,29581312
16,recv,10162383176984,0,73,True,,0.0,29581312
17,recv,10162393364607,0,73,True,,0.0,29581312
18,recv,10162403808520,0,73,True,,0.0,29585408
19,recv,10162424664974,0,73,True,,0.0,29589504
20,recv,10162435135848,0,73,True,,0.0,29589504
21,recv,10162446115071,0,73,True,,0.0,29593600
22,recv,10162456638047,0,73,True,,0.0,29593600
23,recv,10162466943972,0,73,True,,0.0,29593600
24,recv,10162477527660,0,73,True,,0.0,29593600
25,recv,10162488645041,0,73,True,,0.0,29593600
26,recv,10162500603378,0,73,True,,0.0,29593600
27,recv,10162511416542,0,73,True,,0.0,29593600
28,recv,10162521954506,0,73,True,,0.0,29593600
29,recv,10162533038296,0,73,True,,90.3,29593600
30,recv,10162543736584,0,73,True,,0.0,29593600
31,recv,10162553989666,0,73,True,,0.0,29593600
32,recv,10162564431353,0,73,True,,0.0,29593600
33,recv,10162574821122,0,73,True,,0.0,29593600
34,recv,10162585975341,0,73,True,,0.0,29593600
35,recv,10162596908418,0,73,True,,0.0,29593600
36,recv,10162607314592,0,73,True,,0.0,29593600
37,recv,10162617694210,0,73,True,,0.0,29593600
38,recv,10162628450520,0,73,True,,0.0,29593600
39,recv,10162639304098,0,73,True,,0.0,29593600
40,recv,10162649684171,0,73,True,,0.0,29593600
41,recv,10162660079476,0,73,True,,0.0,29597696
42,recv,10162670408030,0,73,True,,0.0,29597696
43,recv,10162680857396,0,73,True,,0.0,29597696
44,recv,10162691342245,0,73,True,,0.0,29597696
45,recv,10162701723949,0,73,True,,0.0,29597696
46,recv,10162712398130,0,73,True,,0.0,29597696
47,recv,10162722933851,0,73,True,,0.0,29597696
