msg_id,direction,timestamp_ns,latency_ns,packet_size,success,reason,cpu_percent,memory_bytes
0,send,8743483919786,644411,70,True,,0.0,29487104
1,send,8743495074520,152173,70,True,,0.0,29487104
2,send,8743505644322,86430,70,True,,0.0,29487104
3,send,8743516496059,101954,70,True,,0.0,29487104
4,send,8743527404664,663417,70,True,,0.0,29491200
5,send,8743537871584,141602,70,True,,0.0,29491200
6,send,8743549100216,502746,70,True,,0.0,29491200
7,send,8743559321371,98405,70,True,,0.0,29491200
8,send,8743570392083,392847,70,True,,0.0,29491200
9,send,8743581215170,159717,70,True,,0.0,29491200
10,send,8743591870567,329724,70,True,,0.0,29491200
11,send,8743602137556,140562,70,True,,0.0,29491200
12,send,8743613509065,160670,70,True,,0.0,29491200
13,send,8743623856826,341365,70,True,,0.0,29491200
14,send,8743634423373,137843,70,True,,96.2,29491200
15,send,8743644760435,381726,70,True,,0.0,29491200
16,send,8743655422343,91752,70,True,,0.0,29491200
17,send,8743665755706,386691,70,True,,0.0,29491200
18,send,8743676141549,165872,70,True,,0.0,29491200
19,send,8743687077342,160922,70,True,,0.0,29491200
20,send,8743697737006,342466,70,True,,0.0,29495296
21,send,8743708858434,166775,70,True,,0.0,29495296
22,send,8743719555107,167429,70,True,,0.0,29495296
23,send,8743730541487,174006,70,True,,0.0,29495296
24,send,8743741158839,179205,70,True,,0.0,29495296
25,send,8743752100813,162645,70,True,,0.0,29495296
26,send,8743762772018,238235,70,True,,0.0,29495296
27,send,8743773551287,158708,70,True,,0.0,29495296
28,send,8743784914897,172504,70,True,,0.0,29495296
29,send,8743795366013,146178,70,True,,0.0,29495296
30,send,8743805718477,171724,70,True,,0.0,29495296
31,send,8743816908041,180930,70,True,,0.0,29495296
32,send,8743827330681,498226,70,True,,0.0,29495296
33,send,8743837824659,214627,70,True,,0.0,29495296
34,send,8743848340264,291370,70,True,,0.0,29495296
35,send,8743859499831,157923,70,True,,0.0,29495296
36,send,8743870115486,158364,70,True,,0.0,29495296
37,send,8743880770683,214362,70,True,,0.0,29495296
38,send,8743891353855,165641,70,True,,0.0,29495296
39,send,8743901844703,164328,70,True,,0.0,29495296
40,send,8743912394471,186126,70,True,,0.0,29495296
41,send,8743923600955,161592,70,True,,0.0,29499392
