msg_id,direction,timestamp_ns,latency_ns,packet_size,success,reason,cpu_percent,memory_bytes
1,recv,10514741356004,0,70,True,,0.0,29478912
2,recv,10514751905290,0,70,True,,0.0,29478912
3,recv,10514764855103,0,70,True,,0.0,29478912
4,recv,10514775965977,0,70,True,,0.0,29478912
5,recv,10514786143418,0,70,True,,0.0,29478912
6,recv,10514807170515,0,70,True,,0.0,29478912
7,recv,10514817532816,0,70,True,,0.0,29478912
8,recv,10514827712510,0,70,True,,0.0,29478912
9,recv,10514838365845,0,70,True,,0.0,29478912
10,recv,10514848897175,0,70,True,,0.0,29483008
11,recv,10514859892072,0,70,True,,0.0,29483008
12,recv,10514870359559,0,70,True,,0.0,29483008
13,recv,10514882419496,0,70,True,,0.0,29483008
14,recv,10514893100912,0,70,True,,0.0,29483008
15,recv,10514903551190,0,70,True,,0.0,29483008
16,recv,10514913741390,0,70,True,,0.0,29483008
17,recv,10514924085569,0,70,True,,0.0,29483008
18,recv,10514937174787,0,70,True,,0.0,29483008
19,recv,10514947240925,0,70,True,,0.0,29483008
20,recv,10514959906149,0,70,True,,0.0,29483008
21,recv,10514971648400,0,70,True,,0.0,29487104
22,recv,10514981954537,0,70,True,,0.0,29487104
23,recv,10514992910049,0,70,True,,0.0,29487104
24,recv,10515003234843,0,70,True,,0.0,29487104
25,recv,10515013725185,0,70,True,,0.0,29487104
26,recv,10515024405326,0,70,True,,0.0,29487104
27,recv,10515035340783,0,70,True,,0.0,29487104
28,recv,10515045756873,0,70,True,,0.0,29487104
29,recv,10515056363100,0,70,True,,0.0,29487104
30,recv,10515066466854,0,70,True,,0.0,29487104
31,recv,10515076878199,0,70,True,,0.0,29487104
32,recv,10515097507873,0,70,True,,0.0,29487104
33,recv,10515107818122,0,70,True,,0.0,29487104
34,recv,10515118220408,0,70,True,,0.0,29495296
35,recv,10515128582966,0,70,True,,96.3,29499392
36,recv,10515140252078,0,70,True,,0.0,29499392
37,recv,10515150873047,0,70,True,,0.0,29499392
38,recv,10515161255571,0,70,True,,0.0,29499392
39,recv,10515172139426,0,70,True,,0.0,29499392
40,recv,10515193373314,0,70,True,,0.0,29499392
41,recv,10515204461444,0,70,True,,0.0,29503488
42,recv,10515214615215,0,70,True,,0.0,29503488
43,recv,10515224986951,0,70,True,,0.0,29503488
44,recv,10515235368448,0,70,True,,0.0,29503488
45,recv,10515247639188,0,70,True,,0.0,29503488
46,recv,10515258283894,0,70,True,,0.0,29503488
47,recv,10515268766702,0,102,True,,0.0,29773824
48,recv,10515279573089,0,70,True,,0.0,29777920
49,recv,10515290158560,0,70,True,,0.0,29777920
50,recv,10515300572704,0,70,True,,0.0,29777920
51,recv,10515310994844,0,70,True,,0.0,29777920
52,recv,10515321572845,0,70,True,,0.0,29777920
53,recv,10515332032839,0,70,True,,0.0,29777920
54,recv,10515342922869,0,70,True,,0.0,29777920
55,recv,10515353269852,0,70,True,,0.0,29777920
56,recv,10515363774346,0,70,True,,0.0,29777920
57,recv,10515384866195,0,70,True,,0.0,29777920
58,recv,10515395489761,0,70,True,,0.0,29777920
59,recv,10515406117396,0,70,True,,0.0,29777920
60,recv,10515417651521,0,70,True,,0.0,29782016
61,recv,10515428104787,0,70,True,,0.0,29782016
62,recv,10515439047318,0,70,True,,0.0,29782016
63,recv,10515449449161,0,70,True,,0.0,29786112
64,recv,10515460005628,0,70,True,,0.0,29786112
65,recv,10515470370955,0,70,True,,0.0,29790208
66,recv,10515480842209,0,70,True,,0.0,29798400
67,recv,10515491160860,0,70,True,,0.0,29798400
68,recv,10515501618467,0,70,True,,0.0,29798400
69,recv,10515512015852,0,70,True,,0.0,29798400
70,recv,10515522638960,0,70,True,,0.0,29798400
71,recv,10515533845555,0,70,True,,0.0,29798400
72,recv,10515544485497,0,70,True,,0.0,29798400
73,recv,10515554570774,0,70,True,,0.0,29802496
74,recv,10515565229131,0,70,True,,0.0,29802496
75,recv,10515576681520,0,70,True,,0.0,29802496
76,recv,10515587158648,0,70,True,,0.0,29802496
77,recv,10515597782142,0,70,True,,0.0,29802496
78,recv,10515608836019,0,70,True,,0.0,29802496
79,recv,10515619185743,0,70,True,,0.0,29802496
80,recv,10515630193917,0,70,True,,0.0,29806592
81,recv,10515640640504,0,70,True,,0.0,29806592
